"predmet_id";"kod_predmetu";"nazev_predmetu";"pocet_kreditu";"typ_predmetu";"forma_studia";"uroven_studia";"zpusob_zakonceni";"jazyk_vyuky"
"6704106";"BI-ZNS.21";"Znalostní systémy";"5";"PO;PV;";"P";"B;";"Z,ZK";"CS"
"6699306";"BIE-PST.21";"Probability and Statistics";"5";"P";"P";"B";"Z,ZK";"EN"
"6699206";"BIK-PST.21";"Pravděpodobnost a statistika";"5";"P";"K";"B";"Z,ZK";"CS"
"3468506";"BIE-ZNS";"Knowledge-based Systems";"5";"PO;";"P";"B;";"Z,ZK";"CS"
"6533706";"BI-LA1.21";"Lineární algebra 1";"5";"P;";"P";"B;";"Z,ZK";"CS"
"1122106";"BI-ZMA";"Základy matematické analýzy";"6";"P";"P";"B";"Z,ZK";"CS"
"6299506";"NI-GLR";"Games and reinforcement learning";"4";"V;";"";"0;";"Z,ZK";"EN"
"6627606";"BIE-ML1.21";"Machine Learning 1";"5";"PV;";"P";"B;";"Z,ZK";"EN"
"6099706";"NI-ADM";"Algoritmy data miningu";"5";"PO;";"P";"M";"Z,ZK";"CS"
"6111706";"NI-MVI";"Metody výpočetní inteligence";"5";"PO";"P";"M";"Z,ZK";"CS"
"6173006";"NI-IKM";"Internet a klasifikační metody";"4";"V;";"P";"M;";"Z,ZK";"CS"
"6576906";"BI-ML2.21";"Strojové učení 2";"5";"PO;V;";"P";"B;";"Z,ZK";"CS"
"6580006";"BI-LA2.21";"Lineární algebra 2";"5";"PO;";"P";"B;";"Z,ZK";"CS"
"6577006";"BI-ML1.21";"Strojové učení 1";"5";"PO;V;";"P";"B;";"Z,ZK";"CS"
"6671106";"BIE-ML2.21";"Machine Learning 2";"5";"PO;V;";"P";"B;";"Z,ZK";"EN"
"6535606";"BI-MA1.21";"Matematická analýza 1";"5";"P;";"P";"B;";"Z,ZK";"CS"
"6539506";"BI-MA2.21";"Matematická analýza 2";"6";"P;";"P";"B;";"Z,ZK";"CS"
"6539706";"BIK-LA1.21";"Lineární algebra 1";"5";"P;";"K";"B;";"Z,ZK";"CS"
"1124106";"BI-ZDM";"Základy diskrétní matematiky";"5";"P";"P";"B";"Z,ZK";"CS"
"1446506";"BIE-LIN";"Linear Algebra";"7";"P";"";"B";"Z,ZK";"EN"
"1450306";"BIE-ZMA";"Elements of Calculus";"6";"P";"";"B";"Z,ZK";"EN"
"1442206";"BIK-LIN";"Lineární algebra";"7";"P";"K";"B";"Z,ZK";"CS"
"1121306";"BI-MLO";"Matematická logika";"5";"P";"P";"B";"Z,ZK";"CS"
"1121206";"BI-LIN";"Lineární algebra";"7";"P";"P";"B";"Z,ZK";"CS"
"6540306";"BIE-MA1.21";"Mathematical Analysis 1";"5";"P;";"P";"B;";"Z,ZK";"EN"
"6540206";"BIE-LA1.21";"Linear Algebra 1";"5";"P;";"P";"B;";"Z,ZK";"EN"
"6539806";"BIK-MA1.21";"Matematická analýza 1";"5";"P;";"K";"B;";"Z,ZK";"CS"
"6615906";"BI-LOG.21";"Matematická logika";"5";"PO;";"P";"B;";"Z,ZK";"CS"
"6167106";"NI-MSI";"Matematické struktury v informatice";"4";"V;";"P";"M;";"Z,ZK";"CS"
"1446806";"BIE-MLO";"Mathematical Logic";"5";"P";"";"B";"Z,ZK";"EN"
"1450206";"BIE-ZDM";"Elements of Discrete Mathematics";"5";"P";"";"B";"Z,ZK";"EN"
"1444106";"BIK-ZDM";"Základy diskrétní matematiky";"5";"P";"K";"B";"Z,ZK";"CS"
"6281606";"NI-TKA";"Teorie kategorií";"4";"V;";"P";"B;M;";"Z,ZK";"CS"
"6539906";"BIK-MA2.21";"Matematická analýza 2";"6";"P;";"K";"B;";"Z,ZK";"CS"
"6540406";"BIE-MA2.21";"Mathematical Analysis 2";"6";"P;";"P";"B;";"Z,ZK";"EN"
"6579406";"BIE-LA2.21";"Linear Algebra 2";"5";"PO;";"P";"B;";"Z,ZK";"EN"
"6809806";"BI-QAP";"Kvantové algoritmy a programování";"5";"V;";"P";"B;M;";"KZ";"CS"
"6539606";"BIK-DML.21";"Diskrétní matematika a logika";"5";"P;";"K";"B;";"Z,ZK";"CS"
"6627406";"BIE-LOG.21";"Mathematical Logic";"5";"PO;";"P";"B;";"Z,ZK";"EN"
"1444206";"BIK-ZMA";"Základy matematické analýzy";"6";"P";"K";"B";"Z,ZK";"CS"
"6297806";"NI-SZ2";"Seminář znalostního inženýrství magisterský II";"4";"V;";"P";"M;";"Z";"CS"
"6297706";"NI-SZ1";"Seminář znalostního inženýrství magisterský I";"4";"V;";"P";"M;";"Z";"CS"
"6700206";"NIE-MVI";"Computational Intelligence Methods";"5";"V;";"P";"M";"Z,ZK";"EN"
"6613906";"BI-JUL.21";"Programování v jazyku Julia";"5";"PV;";"P";"B;";"KZ";"CS"
"6623906";"NIE-MPI";"Mathematics for Informatics";"7";"P";"P";"M";"Z,ZK";"EN"
"6533606";"BI-DML.21";"Diskrétní matematika a logika";"5";"P;";"P";"B;";"Z,ZK";"CS"
"6540106";"BIE-DML.21";"Discrete Mathematics and Logic";"5";"P;";"P";"B;";"Z,ZK";"EN"
"6085606";"NI-SCR";"Statistická analýza časových řad";"5";"PO;";"P";"M;";"Z,ZK";"CS"
"1122506";"BI-EFA";"Efektivní algoritmy";"5";"PO";"P";"B";"Z,ZK";"CS"
"6768306";"NIE-ROZ";"Rozpoznávaní";"5";"V;";"P";"M";"Z,ZK";"CS"
"6770706";"NIE-GAK";"Graph theory and combinatorics";"5";"P;";"P";"M;";"Z,ZK";"EN"
"6770806";"NIE-NON";"Nelineární optimalizace a numerické metody";"5";"PO";"P";"M";"Z,ZK";"CS"
"5768406";"BI-ICS.18";"Introduction to Computer Science";"3";"V;";"P";"B;";"Z";"EN"
"1337306";"AKCE";"Fiktivní předmět - Akce mimo rozvrhovanou výuku";"0";"";"";"";"NIC";""
"2677206";"MI-TS1";"Teoretický seminář magisterský I";"4";"V;";"P";"M;";"Z";""
"2677106";"MI-TS4";"Teoretický seminář magisterský IV";"4";"V;";"P";"M;";"Z";""
"1601206";"PI-ERA";"Exaktní reálná aritmetika";"4";"";"";"D";"ZK";""
"4642906";"MI-KOD.2";"Komprese dat";"5";"PO";"P";"M";"Z,ZK";"CS"
"1617106";"PIK-ERA";"Exaktní reálná aritmetika";"4";"PO";"K";"D";"ZK";""
"1616806";"PIK-ARB";"Arbologie";"4";"PO";"K";"D";"ZK";""
"1616906";"PIK-ASP";"Architektura symbolických počítaču";"4";"PO";"K";"D";"ZK";""
"1617506";"PIK-NSV";"Neuronové sítě a výpočetní inteligence";"4";"PO";"K";"D";"ZK";""
"1618106";"PIK-STR";"Stringologie";"4";"PO";"K";"D";"ZK";""
"1616606";"PIK-AKD";"Algoritmy komprese dat";"4";"PO";"K";"D";"ZK";""
"1617806";"PIK-ROZ";"Pokročilé rozpoznávání";"4";"PO";"K";"D";"ZK";""
"1618206";"PIK-TGR";"Teorie grafů";"4";"PO";"K";"D";"ZK";""
"1600606";"PI-AKD";"Algoritmy komprese dat";"4";"";"";"D";"ZK";""
"1602206";"PI-TGR";"Teorie grafů";"4";"";"";"D";"ZK";""
"1601006";"PI-ASP";"Architektura symbolických počítačů";"4";"";"";"D";"ZK";""
"1602106";"PI-STR";"Stringologie";"4";"";"";"D";"ZK";""
"1601906";"PI-ROZ";"Pokročilé rozpoznávání";"4";"P;";"";"D";"ZK";""
"5083406";"PI-APA";"Advanced Program Analysis";"4";"V;";"";"D;";"ZK";"EN"
"5083306";"PI-TPL";"Type Systems for Programming Languages";"4";"V;";"";"D;";"ZK";"EN"
"1436106";"MIE-KOD";"Data Compression";"4";"PO";"P";"M";"Z,ZK";"EN"
"4655106";"MI-GEN.16";"Generování kódu";"5";"PO";"P";"M";"Z,ZK";"CS"
"1444406";"BIK-PA1";"Programování a algoritmizace 1";"6";"P";"K";"B";"Z,ZK";"CS"
"2677306";"MI-TS2";"Teoretický seminář magisterský II";"4";"V;";"P";"M;";"Z";""
"1447006";"BIE-EIA";"Efficient Implementation of Algorithms";"5";"PO";"P";"B";"Z,ZK";"EN"
"4658206";"MIE-GEN.16";"Code Generators";"5";"PO";"P";"M";"Z,ZK";"EN"
"2677406";"MI-TS3";"Teoretický seminář magisterský III";"4";"V;";"P";"M;";"Z";""
"3469006";"BIK-AG1";"Algoritmy a grafy 1";"6";"P;";"K";"B;";"Z,ZK";"CS"
"1445406";"BIK-PJP";"Programovací jazyky a překladače";"5";"PO";"K";"B";"Z,ZK";"CS"
"1433906";"MI-CPX";"Teorie složitosti";"5";"PO";"P";"M";"Z,ZK";"CS"
"4656606";"MI-ROZ.16";"Rozpoznávaní";"5";"V;";"P";"M";"Z,ZK";"CS"
"4659206";"MIE-NON.16";"Nonlinear Continuous Optimization and Numerical Methods";"5";"PO";"P";"M";"Z,ZK";"EN"
"1122206";"BI-AAG";"Automaty a gramatiky";"6";"P";"P";"B";"Z,ZK";"CS"
"5736606";"PI-AVG";"Algoritmy výpočetní genomiky";"4";"V;";"";"D;";"ZK";""
"4657106";"MI-SYP.16";"Syntaktická analýza a překladače";"5";"PO";"P";"M";"Z,ZK";"CS"
"3458106";"BI-AG1";"Algoritmy a grafy 1";"6";"P;";"P";"B;";"Z,ZK";"CS"
"4656706";"MI-RUN.16";"Runtime systémy";"5";"PO";"P";"M";"Z,ZK";"CS"
"6164606";"NI-TS4";"Teoretický seminář magisterský IV";"4";"V;";"P";"M;";"Z";""
"6164306";"NI-TS1";"Teoretický seminář magisterský I";"4";"V;";"P";"M;";"Z";""
"6164406";"NI-TS2";"Teoretický seminář magisterský II";"4";"V;";"P";"M;";"Z";""
"6164506";"NI-TS3";"Teoretický seminář magisterský III";"4";"V;";"P";"M;";"Z";""
"5699806";"BI-ACM4";"Programovací praktika 4";"5";"V;";"P";"B;";"KZ";""
"2811706";"BI-ACM2";"Programovací praktika 2";"5";"V;";"P";"B;";"KZ";""
"3029706";"BI-ACM3";"Programovací praktika 3";"5";"V;";"P";"B;";"KZ";"CS"
"2226806";"BI-ACM";"Programovací praktika 1";"5";"V;";"P";"B;";"KZ";""
"5697206";"BI-ICS";"Introduction to Computer Science";"2";"V;";"P";"B;";"Z";"EN"
"2676806";"BI-TS2";"Teoretický seminář II";"4";"V;";"P";"B;";"Z";"CS"
"4656206";"MI-PAL.16";"Pokročilá algoritmizace";"5";"PO";"P";"M";"Z,ZK";"CS"
"1439606";"MIE-LOM";"Linear Optimization and Methods";"4";"PO";"P";"M";"Z,ZK";"EN"
"1449906";"BIE-GRA";"Graph Algorithms and Complexity Theory";"5";"V;";"P";"B";"Z,ZK";"EN"
"1431006";"MI-GEN";"Generování kódu";"4";"PO";"P";"M";"Z,ZK";"CS"
"1121906";"BI-TED";"Tvorba elektronické dokumentace";"5";"P";"P";"B";"KZ";"CS"
"1442606";"BIK-GRA";"Grafové algoritmy a základy teorie složitosti";"5";"PO";"K";"B";"Z,ZK";"CS"
"1443406";"BIK-TED";"Tvorba elektronické dokumentace";"5";"P";"K";"B";"KZ";"CS"
"1444506";"BIK-AAG";"Automaty a gramatiky";"6";"P";"K";"B";"Z,ZK";"CS"
"1445106";"BIK-EIA";"Efektivní implementace algoritmů";"5";"PO";"K";"B";"Z,ZK";"CS"
"2677006";"BI-TS3";"Teoretický seminář III";"4";"V;";"P";"B;";"Z";"CS"
"1444006";"BIK-PA2";"Programování a algoritmizace 2";"7";"P";"K";"B";"Z,ZK";"CS"
"1436706";"MIE-SYP";"Parsing and Compilers";"4";"PO";"P";"M";"Z,ZK";"EN"
"1445006";"BIK-EFA";"Efektivní algoritmy";"5";"PO";"K";"B";"Z,ZK";"CS"
"1122706";"BI-GRA";"Grafové algoritmy a základy teorie složitosti";"5";"PO";"P";"B";"Z,ZK";"CS"
"4655206";"MI-KOD.16";"Komprese dat";"5";"PO";"P";"M";"Z,ZK";"CS"
"2676706";"BI-TS1";"Teoretický seminář I";"4";"V;";"P";"B;";"Z";"CS"
"1807006";"MIE-TES.1";"Systems Theory";"3";"P";"P";"M";"Z,ZK";"EN"
"4655006";"MI-FLP.16";"Funkcionální a logické programování";"5";"PO";"P";"M";"Z,ZK";"CS"
"1430906";"MI-KOD";"Komprese dat";"4";"PO";"P";"M";"Z,ZK";"CS"
"4658306";"MIE-KOD.16";"Data Compression";"5";"PO";"";"M";"Z,ZK";"EN"
"1436206";"MIE-GEN";"Code Generators";"4";"PO";"P";"M";"Z,ZK";"EN"
"6120206";"NI-KOD";"Komprese dat";"5";"PO";"P";"M";"Z,ZK";"CS"
"1436006";"MIE-PAL";"Advanced Algorithms";"4";"PO";"P";"M";"Z,ZK";"EN"
"1121606";"BI-PA2";"Programování a algoritmizace 2";"7";"P";"P";"B";"Z,ZK";"CS"
"1433206";"MI-ROZ";"Rozpoznávaní";"4";"PO";"P";"M";"Z,ZK";"CS"
"1431506";"MI-SYP";"Syntaktická analýza a překladače";"4";"PO";"P";"M";"Z,ZK";"CS"
"1431906";"MI-FLP";"Funkcionální a logické programování";"4";"PO";"P";"M";"Z,ZK";"CS"
"1439906";"MIE-NON";"Nonlinear Continuous Optimization and Numerical Methods";"4";"PO";"P";"M";"Z,ZK";"EN"
"1124806";"BI-EIA";"Efektivní implementace algoritmů";"5";"PO";"P";"B";"Z,ZK";"CS"
"1430806";"MI-PAL";"Pokročilá algoritmizace";"4";"PO";"P";"M";"Z,ZK";"CS"
"1434406";"MI-LOM";"Lineární optimalizace a metody";"4";"PO";"P";"M";"Z,ZK";"CS"
"2676906";"BI-TS4";"Teoretický seminář IV";"4";"V;";"P";"B;";"Z";"CS"
"1437106";"MIE-FLP";"Functional and Logical Programming";"4";"P";"P";"M";"Z,ZK";"EN"
"1437906";"MIE-EVY";"Efficient Text Pattern Matching";"4";"PO";"P";"M";"Z,ZK";"EN"
"1438406";"MIE-ROZ";"Pattern Recognition";"4";"PO";"P";"M";"Z,ZK";"EN"
"1439106";"MIE-CPX";"Complexity Theory";"5";"PO";"P";"M";"Z,ZK";"EN"
"1440406";"MIE-RUN";"Runtime Systems";"4";"PO";"P";"M";"Z,ZK";"EN"
"1436606";"MIE-TES";"Systems Theory";"5";"P";"P";"M";"Z,ZK";"EN"
"4656106";"MI-NON.16";"Nelineární optimalizace a numerické metody";"5";"PO";"P";"M";"Z,ZK";"CS"
"4659806";"MIE-RUN.16";"Runtime Systems";"5";"PO";"P";"M";"Z,ZK";"EN"
"1450406";"BIE-AAG";"Automata and Grammars";"6";"P";"";"B";"Z,ZK";"EN"
"4659706";"MIE-ROZ.16";"Pattern Recognition";"5";"PO";"P";"M";"Z,ZK";"EN"
"4659306";"MIE-PAL.16";"Advanced Algorithms";"5";"PO";"P";"M";"Z,ZK";"EN"
"2961306";"MI-ATH";"Kombinatorická teorie her";"4";"V;";"P";"M;";"Z,ZK";""
"1432706";"MI-EVY";"Efektivní vyhledávání v textech";"4";"PO";"P";"M";"Z,ZK";"CS"
"6166506";"NI-PAM";"Efektivni předzpracování a parametrizované algoritmy";"4";"V;";"P";"M;";"Z,ZK";""
"4660206";"MIE-SYP.16";"Parsing and Compilers";"5";"PO";"";"M";"Z,ZK";"EN"
"2961406";"MI-PAM";"Efektivni předzpracování a parametrizované algoritmy";"4";"V;";"P";"M;";"Z,ZK";""
"6115506";"NI-SYP";"Syntaktická analýza a překladače";"5";"PO";"P";"M";"Z,ZK";"CS"
"6165506";"NI-ROZ";"Rozpoznávaní";"5";"V;";"P";"M";"Z,ZK";"CS"
"1468906";"BIE-EFA";"Efficient Algorithms";"5";"V;";"P";"B";"Z,ZK";"EN"
"1448606";"BIE-TED";"Electronic Documentation Design";"5";"P";"P";"B";"KZ";"EN"
"1447806";"BIE-PJP";"Programming Languages and Compilers";"5";"PO";"";"B";"Z,ZK";"EN"
"1434706";"MI-NON";"Nelineární optimalizace a numerické metody";"4";"PO";"P";"M";"Z,ZK";"CS"
"3464406";"BIE-AG2";"Algorithms and Graphs 2";"5";"PO;";"P";"B;";"Z,ZK";"EN"
"1435206";"MI-RUN";"Runtime systémy";"4";"PO";"P";"M";"Z,ZK";"CS"
"1431406";"MI-TES";"Teorie systémů";"5";"P";"P";"M";"Z,ZK";"CS"
"6158006";"NI-ATH";"Algoritmická teorie her";"4";"V;";"P";"M;";"Z,ZK";""
"4658106";"MIE-FLP.16";"Functional and Logical Programming";"5";"P";"P";"M";"Z,ZK";"EN"
"2358406";"BIK-ZUM";"Základy umělé inteligence";"4";"V;";"K";"B;";"Z,ZK";"CS"
"3464306";"BIE-AG1";"Algorithms and Graphs 1";"6";"P;";"";"B;";"Z,ZK";"EN"
"1447506";"BIE-PA2";"Programming and Algorithmics 2";"7";"P";"P";"B";"Z,ZK";"EN"
"6290706";"NI-KTH";"Kombinatorická teorie her";"4";"V;";"P";"M;";"Z,ZK";"CS"
"1477306";"BI-EP1";"Efektivní programování 1";"4";"V";"P";"B";"Z";"CS"
"1684706";"BI-EP2";"Efektivní programování 2";"4";"V";"P";"B";"KZ";"CS"
"3466506";"BIE-PPA";"Programming Paradigms";"5";"PO;";"P";"B;";"Z,ZK";"EN"
"1123106";"BI-PJP";"Programovací jazyky a překladače";"5";"PO";"P";"B";"Z,ZK";"CS"
"6114906";"NI-GEN";"Generování kódu";"5";"PO";"P";"M";"Z,ZK";"CS"
"1482006";"BI-PMA";"Programování v Mathematica";"4";"V";"P";"B";"Z,ZK";"CS"
"6114506";"NI-RUN";"Runtime systémy";"5";"PO";"P";"M";"Z,ZK";"EN"
"6082106";"NI-APR";"Vybrané metody analýzy programů";"5";"PO;";"P";"M;";"Z,ZK";"CS"
"4658006";"MIE-EVY.16";"Efficient Text Pattern Matching";"5";"PO";"";"M";"Z,ZK";"EN"
"6119906";"NI-EVY";"Efektivní vyhledávání v textech";"5";"PO";"P";"M";"Z,ZK";"CS"
"4654906";"MI-EVY.16";"Efektivní vyhledávání v textech";"5";"PO";"P";"M";"Z,ZK";"CS"
"6615806";"BI-OOP.21";"Object-Oriented Programming";"5";"PO;";"P";"B;";"Z,ZK";"CS"
"6546506";"BIE-AAG.21";"Automata and Grammars";"5";"P";"";"B";"Z,ZK";"EN"
"6546406";"BIK-AAG.21";"Automaty a gramatiky";"5";"P";"K";"B";"Z,ZK";"CS"
"6546306";"BI-AAG.21";"Automaty a gramatiky";"5";"P;";"P";"B";"Z,ZK";"CS"
"6546806";"BIE-AG1.21";"Algorithms and Graphs 1";"5";"P;";"P";"B;";"Z,ZK";"EN"
"6624306";"BIE-OOP.21";"Object-Oriented Programming";"5";"PO;";"P";"B;";"Z,ZK";"EN"
"6618206";"BIK-OOP.21";"Object-Oriented Programming";"5";"PO;";"K";"B;";"Z,ZK";"CS"
"6698806";"BIK-PA2.21";"Programování a algoritmizace 2";"7";"P";"K";"B";"Z,ZK";"CS"
"6699906";"NIE-EVY";"Efficient Text Pattern Matching";"5";"V;";"P";"M";"Z,ZK";"EN"
"6692006";"BI-PA2.21";"Programování a algoritmizace 2";"7";"P";"P";"B";"Z,ZK";"CS"
"6698506";"NIE-OSY";"Operating Systems and Systems Programming";"5";"PO;";"P";"M;";"Z,ZK";"CS"
"4688406";"MI-LCF";"Překladačový systém LLVM";"4";"V;";"P";"B;M;";"Z,ZK";"EN"
"3461206";"BI-PPA";"Programovací paradigmata";"5";"PO;";"P";"B;";"Z,ZK";"CS"
"4688506";"MIE-LCF";"Compiling system LLVM";"4";"V;";"P";"M;";"Z,ZK";""
"4654406";"MI-AVY.16";"Automaty ve vyhledávání v textech";"5";"PO";"P";"M";"Z,ZK";"CS"
"5523206";"MI-GAK";"Grafy a kombinatorika";"5";"P;";"P";"M;";"Z,ZK";"CS"
"6120006";"NI-GAK";"Grafy a kombinatorika";"5";"P;";"P";"M;";"Z,ZK";"CS"
"3471006";"BIK-PPA";"Programovací paradigmata";"5";"PO;";"K";"B;";"Z,ZK";"CS"
"3407206";"BI-TEX";"Typografie a TeX";"4";"V;";"P";"B;";"Z,ZK";"CS"
"3458206";"BI-AG2";"Algoritmy a grafy 2";"5";"PO;V;";"P";"B;";"Z,ZK";"CS"
"6699406";"NIE-KOD";"Data Compression";"5";"V;";"";"M";"Z,ZK";"EN"
"6546906";"BI-AG1.21";"Algoritmy a grafy 1";"5";"P;";"P";"B;";"Z,ZK";"CS"
"6290606";"NI-CPX";"Teorie složitosti";"5";"V;";"P";"M";"Z,ZK";"CS"
"6546606";"BIK-AG1.21";"Algoritmy a grafy 1";"5";"P;";"K";"B;";"Z,ZK";"CS"
"6705606";"BIE-AG2.21";"Algorithms and Graphs 2";"5";"PO;V;";"P";"B;";"Z,ZK";"EN"
"6706506";"BIE-PPA.21";"Programovací paradigmata";"5";"PO;";"P";"B;";"Z,ZK";"EN"
"6704306";"BI-AG2.21";"Algoritmy a grafy 2";"5";"PO;V;";"P";"B;";"Z,ZK";"CS"
"6704406";"BI-PJP.21";"Programovací jazyky a překladače";"5";"PO";"P";"B";"Z,ZK";"CS"
"6707006";"BIE-PJP.21";"Programming Languages and Compilers";"5";"PO";"P";"B";"Z,ZK";"EN"
"6698906";"BIE-PA2.21";"Programming and Algorithmics 2";"7";"P";"P";"B";"Z,ZK";"EN"
"6706606";"BIK-PPA.21";"Programovací paradigmata";"5";"PO;";"K";"B;";"Z,ZK";"CS"
"6120306";"NI-NON";"Nelineární optimalizace a numerické metody";"5";"PO";"P";"M";"Z,ZK";"CS"
"6704206";"BI-PPA.21";"Programovací paradigmata";"5";"PO;";"P";"B;";"Z,ZK";"CS"
"1600906";"PI-ARB";"Arbologie";"4";"";"";"D";"ZK";""
"1121506";"BI-PA1";"Programování a algoritmizace 1";"6";"P";"P";"B";"Z,ZK";"CS"
"1447406";"BIE-PA1";"Programming and Algorithmics 1";"6";"P";"P";"B";"Z,ZK";"EN"
"6082006";"NI-MPJ";"Modelování programovacích jazyků";"5";"PO;";"P";"M;";"Z,ZK";"EN"
"6700006";"NIE-SYP";"Parsing and Compilers";"5";"V;";"P";"M";"Z,ZK";"EN"
"1807106";"MI-TES.1";"Teorie systémů";"3";"P";"P";"M";"ZK";"CS"
"4657506";"MIE-AVY.16";"Automata in Text Pattern Matching";"5";"PO";"P";"M";"Z,ZK";"EN"
"4719106";"MIE-ADM.16";"Algoritmy data miningu";"5";"PZ;";"P";"M";"Z,ZK";"EN"
"4658606";"MIE-LOM.16";"Linear Optimization and Methods";"5";"PO";"P";"M";"Z,ZK";"EN"
"1438606";"MIE-AVY";"Automata in Text Pattern Matching";"4";"PO";"P";"M";"Z,ZK";"EN"
"1433406";"MI-AVY";"Automaty ve vyhledávání v textech";"4";"PO";"P";"M";"Z,ZK";"CS"
"6290306";"BI-AVI.21";"Algoritmy vizuálně";"4";"V;";"P";"B;";"Z,ZK";"CS"
"4655506";"MI-LOM.16";"Lineární optimalizace a metody";"5";"V;";"P";"M";"Z,ZK";"CS"
"6167306";"NI-LOM";"Lineární optimalizace a metody";"5";"V;";"P";"M";"Z,ZK";"CS"
"6533506";"BI-PA1.21";"Programování a algoritmizace 1";"7";"P;V;";"P";"B";"Z,ZK";"CS"
"6543706";"BIK-PA1.21";"Programování a algoritmizace 1";"7";"P";"K";"B";"Z,ZK";"CS"
"3470506";"BIK-OOP";"Objektově orientované programování";"4";"V;";"K";"B;";"Z,ZK";"CS"
"3465906";"BIE-OOP";"Object-Oriented Programming";"4";"V;";"";"B;";"Z,ZK";"EN"
"6540506";"BIE-PA1.21";"Programming and Algorithmics 1";"7";"P;V;";"P";"B";"Z,ZK";"EN"
"3317306";"BI-OOP";"Object-Oriented Programming";"4";"V;";"P";"B;";"Z,ZK";"EN"
"6609706";"BI-HAM";"Hardwarově akcelerované monitorování síťového provozu";"4";"V;";"P";"B;";"KZ";"CS"
"4658706";"MIE-MAS.16";"System Modeling and Analysis";"5";"PO";"P";"M";"Z,ZK";"EN"
"1437806";"MIE-MAS";"System Modeling and Analysis";"4";"PO";"P";"M";"Z,ZK";"EN"
"1432606";"MI-MAS";"Modelování a analýza systémů";"4";"PO";"P";"M";"Z,ZK";"CS"
"1433306";"MI-AAK";"Aritmetika a kódy";"4";"PO";"P";"M";"Z,ZK";"CS"
"1442906";"BIK-PNO";"Praktika v návrhu číslicových obvodů";"5";"PO";"K";"B";"KZ";"CS"
"1442706";"BIK-JPO";"Jednotky počítače";"5";"PO";"K";"B";"Z,ZK";"CS"
"1445806";"BIK-SRC";"Systémy reálného času";"4";"PO";"K";"B";"KZ";"CS"
"4655606";"MI-MAS.16";"Modelování a analýza systémů";"5";"PO";"P";"M";"Z,ZK";"CS"
"1618006";"PIK-SSM";"Semináre ze simulací";"4";"PO";"K";"D";"ZK";""
"1477806";"MI-SIM";"Simulace číslicových obvodů";"4";"V";"P";"M";"Z,ZK";"CS"
"1602006";"PI-SSM";"Semináre ze simulací";"4";"";"";"D";"ZK";""
"1617006";"PIK-DRO";"Diagnostika a rekonfigurace programovatelných obvodů";"4";"PO";"K";"D";"ZK";""
"1601106";"PI-DRO";"Diagnostika a rekonfigurace programovatelných obvodů";"4";"";"";"D";"ZK";""
"1617906";"PIK-SCN";"Semináře z číslicového návrhu";"4";"PO";"K";"D";"ZK";""
"1617706";"PIK-PSC";"Programovatelné obvody a SoC (systémy na čipu)";"4";"PO";"K";"D";"ZK";""
"2373706";"MI-RTS";"Real-time systémy";"4";"V";"P";"M;";"Z,ZK";"CS"
"1601806";"PI-PSC";"Programovatelné obvody a SoC (systémy na čipu)";"4";"";"";"D";"ZK";""
"4807306";"PI-EXA";"Experimentální algoritmika";"4";"P;";"";"D;";"ZK";"CS"
"4657206";"MI-TES.16";"Teorie systémů";"5";"PO;PZ;";"P";"M";"Z,ZK";"CS"
"4750306";"MI-SIM.16";"Simulace číslicových obvodů";"5";"V";"P";"M";"Z,ZK";"CS"
"4873506";"MI-ARI";"Počítačová aritmetika";"4";"V;";"P";"M;";"Z,ZK";"CS"
"1110806";"BI-CAO";"Číslicové a analogové obvody";"5";"P";"P";"B";"Z,ZK";"CS"
"1436506";"MIE-SOC";"Systems on Chip";"4";"PO";"P";"M";"Z,ZK";"EN"
"1438506";"MIE-AAK";"Arithmetics and Codes";"4";"PO";"P";"M";"Z,ZK";"EN"
"1444906";"BIK-CAO";"Číslicové a analogové obvody";"5";"P";"K";"B";"Z,ZK";"CS"
"1445606";"BIK-SAP";"Struktura a architektura počítačů";"6";"P";"K";"B";"Z,ZK";"CS"
"1443606";"BIK-TUR";"Tvorba uživatelského rozhraní";"4";"PO";"K";"B";"Z,ZK";"CS"
"2388906";"MIE-TES.2";"Systems Theory";"4";"P";"P";"M";"Z,ZK";"CS"
"2335806";"MI-TES.2";"Teorie systémů";"4";"P";"P";"M";"Z,ZK";"CS"
"1746806";"MIE-SIM";"Digital Circuit Simulation";"4";"PO;";"P";"";"Z,ZK";""
"4671306";"MI-BKO.16";"Bezpečnostní kódy";"5";"PO;";"P";"M;";"Z,ZK";"CS"
"5549206";"BI-SCE1";"Seminář počítačového inženýrství I";"4";"V;";"P";"B;";"Z";"CS"
"3477206";"MI-AAK.1";"Aritmetika a kódy";"5";"PO";"P";"M";"Z,ZK";"CS"
"4903206";"MIE-SIM.16";"Digital Circuit Simulation";"5";"PO;";"";"M;";"Z,ZK";""
"4660306";"MIE-TES.16";"Systems Theory";"5";"P";"";"M";"Z,ZK";"CS"
"5797506";"BI-SCE2";"Seminář počítačového inženýrství II";"4";"V;";"P";"B;";"Z";""
"5549306";"MI-SCE1";"Seminář počítačového inženýrství I";"4";"V;";"P";"M;";"Z";""
"1431306";"MI-SOC";"Systémy na čipu";"4";"PO";"P";"M";"Z,ZK";"CS"
"1432006";"MI-NFA";"Návrh obvodů technologií FPGA a ASIC";"4";"PO";"P";"M";"Z,ZK";"CS"
